siteid, sensorid, timestamp, value
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",#ERROR#
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",18
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",21
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",75
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",8
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",21
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",13
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",159
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",-71
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'19:45:00'}",29
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",67
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",21
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",32
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",35
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",21
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",97
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",41
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",21
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",180
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",3
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",21
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",43
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",10
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",21
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:00:00'}",7
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",98
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",21
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",42
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",17
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",21
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",12
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",0
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",21
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",87
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",30
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",#ERROR#
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",65
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",98
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",21
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:15:00'}",80
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",41
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",21
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",67
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",58
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",21
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",31
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",50
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",21
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",92
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",13
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",21
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",107
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",52
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",21
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:30:00'}",20
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",#INFO#
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",21
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",23
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",50
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",21
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",28
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",18
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",21
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",9
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",94
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",21
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",63
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",38
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",21
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'20:45:00'}",36
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",64
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",22
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",62
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",97
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",22
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",54
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",38
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",22
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",#INFO#
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",-8
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",22
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",24
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",70
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",22
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:00:00'}",19
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",41
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",22
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",61
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",3
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",22
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",76
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",36
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",22
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",96
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",#INFO#
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",22
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",40
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",68
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",22
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:15:00'}",86
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",100
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",22
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",18
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",77
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",22
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",23
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",90
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",22
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",#INFO#
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",26
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",22
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",95
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",88
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",22
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:30:00'}",33
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",52
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",22
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",49
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",31
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",#INFO#
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",21
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",7
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",22
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",#ERROR#
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",48
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",22
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",42
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",21
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",22
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'21:45:00'}",4
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",94
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",22
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",66
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",72
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",22
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",#ERROR#
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",89
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",22
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",73
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",91
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",22
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",72
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",6
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",22
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:00:00'}",67
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",#ERROR#
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",23
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",51
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",71
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",#INFO#
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",89
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",26
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",23
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",100
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",#NA#
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",23
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",59
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",84
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",23
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:15:00'}",58
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",47
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",23
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",14
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",91
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",23
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",27
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",26
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",23
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",96
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",31
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",23
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",64
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",#NA#
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",23
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:30:00'}",94
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",95
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",23
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",68
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",37
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",23
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",60
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",44
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",#NA#
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",55
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",39
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",23
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",79
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",61
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",23
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'22:45:00'}",22
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",94
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",23
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",20
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",#INFO#
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",23
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",13
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",56
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",23
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",4
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",23
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",23
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",7
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",72
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",23
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:00:00'}",56
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",80
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",23
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",64
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",73
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",23
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",19
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",45
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",23
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",3
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",21
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",-68
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",64
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",48
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",23
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:15:00'}",46
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",4
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",24
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",7
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",3
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",24
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",24
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",90
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",24
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",44
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",56
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",24
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",71
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",51
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",24
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:30:00'}",74
1,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",45
1,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",24
1,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",36
2,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",62
2,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",24
2,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",27
3,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",11
3,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",24
3,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",92
4,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",44
4,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",24
4,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",19
5,1,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",75
5,2,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",24
5,3,"{'Day':01,'Month':'Sep','Year':2018,'Time':'23:45:00'}",70
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",54
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",24
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",23
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",50
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",24
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",#NA#
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",38
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",24
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",81
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",42
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",24
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",34
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",85
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",24
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:00:00'}",43
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",59
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",24
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",75
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",19
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",24
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",13
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",39
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",24
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",32
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",67
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",24
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",69
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",16
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",24
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:15:00'}",#ERROR#
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",28
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",24
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",-33
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",10
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",-3
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",100
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",21
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",24
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",23
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",17
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",24
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",22
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",83
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",24
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:30:00'}",39
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",-94
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",25
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",70
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",83
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",25
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",86
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",68
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",25
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",81
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",49
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",#INFO#
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",43
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",66
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",25
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'00:45:00'}",-11
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",36
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",25
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",54
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",73
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",#INFO#
2,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",37
3,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",12
3,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",25
3,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",83
4,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",79
4,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",25
4,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",-6
5,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",11
5,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",25
5,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:00:00'}",88
1,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:15:00'}",-35
1,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:15:00'}",25
1,3,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:15:00'}",7
2,1,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:15:00'}",63
2,2,"{'Day':02,'Month':'Sep','Year':2018,'Time':'01:15:00'}",25
